,GFDL-emi,GFDL_nudge,INCA,OSLOCTM3,OSLOCTM3-emi,UKCA,WACCM6-2deg
O3,3.7908948571467596,2.111161607957777,1.3899755280954433,2.292266379787901,2.3073636386497767,1.5029512830105252,2.141026868947671
strat H2O,2.446442381160436,1.621510329049421,1.0805092784440051,1.819844567152716,1.8296872607750156,,0.626439086177043
O3 CH4ind,,2.0177157445723504,1.2440169185561305,2.568841913757,2.593325408119185,1.861780333291029,3.2669155391911673
strat H2O CH4ind,,1.2083758258282409,0.3737573902612781,0.6322247698832476,0.6382504702216664,,0.28813477321438236
CH4dir,4.3271883471068575,3.5217241699775768,3.3604224668420604,3.475326874326122,5.0754119743838,3.9198307887568395,3.99972862174012
CH4indir,,1.340037707806535,1.171121072386892,1.552168313343777,,1.8947910343099361,2.1310012199639186
