,OSLOCTM3,WACCM6-2deg,INCA,GFDL-emi,UKCA
O3,8.548408684236113,8.922852826540938,5.431119327550002,,
CH4,16.73013948117091,16.676069099190656,19.321207308465578,,17.402555029818537
strat H2O,2.1038724431877873,0.7837493270894367,1.1013073010220322,,
H2,0.14774549513908666,0.17130847381097355,0.07773363384116228,,0.06743697070118737
