,CH4,O3,StratH2O,Total
GFDL,4.773064510379974,4.549215291694306,3.1087534745256677,12.431033276599948
INCA,4.424685977718327,2.8912292069618557,1.5814354519277516,8.897350636607934
OsloCTM,4.876104048743957,5.319068852764941,2.653553407452641,12.848726308961538
UKCA,4.729524597771233,3.1770842786353617,,7.906608876406595
WACCM,5.9447125370604725,5.933824528869389,0.9917018331626486,12.870238899092511
GFDL-emi,4.058439111638218,4.0881068271832355,2.6382472153975653,10.78479315421902
OsloCTM-emi,4.920514486268696,5.360293681567171,2.6696956666432676,12.950503834479136
Model mean,4.949618334334793,4.374084431785171,2.0838610417671775,11.407563807887142
