,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep,SSP119,SSP434,SSP585
OSLOCTM,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.4645748747886003,1.5182341762711091,1.7182102585280032,1.6797599538584909
