,GFDL-emi,GFDL_nudge,INCA,OSLOCTM3,OSLOCTM3-emi,UKCA,WACCM6-2deg
O3,4.0881068271832355,2.2715449639445753,1.4945719421915706,2.454324049252736,2.4694574393061415,1.5282975245440709,2.2914563136142005
strat H2O,2.638247215397566,1.7446952464711503,1.1618181890243908,1.948503161084674,1.9582239843081595,,0.6704529587807707
O3 CH4ind,,2.2776703277497314,1.3966572647702855,2.8647448035122056,2.89083624226103,1.6487867540912906,3.6423682152551877
strat H2O CH4ind,,1.3640582280545173,0.41961726290336093,0.7050502463679672,0.7114716823351082,,0.3212488743818779
CH4dir,4.058439111638219,3.4112614486893467,3.2442083415249776,3.328046765458981,4.920514486268696,3.270554831750459,3.823089127807393
CH4indir,,1.3618030616906263,1.1804776361933496,1.548057283284977,,1.4589697660207732,2.1216234092530795
