,deltaCH4,surf_ch4_per_ch4_flux,h2_flux_per_ch4_flux,trop_du_ozone_per_ch4_flux,strat_du_ozone_per_ch4_flux,ozone_rf_per_ch4_flux,h2o_rf_per_ch4_flux,aerosol_rf_per_ch4_flux
GFDL-emi,3.099272916666564,64.40474130328934,-68.20539024674879,506.5600480053201,332.37773591603633,24.668689094418795,15.919862924839755,-4.646251036029438
GFDL_nudge,41.383620833333225,4.389241114439368,0.012617334913985532,16.04429762898039,18.790720494839896,0.8069738540882087,0.4832829896771773,-0.0089890636079955
INCA,47.29656666666665,3.833618648851887,0.010501924456669766,11.279250975952738,5.2943615414988185,0.46622200201987896,0.14007359237492226,0.05539514143732775
OSLOCTM3,50.26644606335242,3.6067797546598372,0.014884458639547595,16.527967091420685,16.441906936786133,0.8164114078858562,0.2009292637731071,-0.022082325028529595
OSLOCTM3-emi,50.26644606335242,3.6067797546598372,0.014884458639547595,16.527967091420685,16.441906936786133,0.8164114078858562,0.2009292637731071,-0.022082325028529595
UKCA,51.827389553376975,3.4853578688149454,0.014456269430023653,13.557888976761094,,0.468134710412385,,
WACCM6-2deg,50.28082500000005,3.595505841441537,0.017159210440585264,17.41551284895869,15.88578223930268,0.848768889531943,0.07485955132995523,
