,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep,SSP119,SSP434,SSP585
OSLOCTM,0.9247188567191074,0.9247748777371196,0.9259644014841611,0.9372847382781233,1.090352142582792,0.8280021559084981,0.8865349886515718,0.7551305396113807,1.1018590257043646,0.8902254834378348,0.8495573479475563,0.934689977435598,0.9256595472035427,0.9235627271936041
