GFDL-emi,
GFDL_nudge,1.3992080590052252
INCA,1.3638723262879142
OSLOCTM3,1.4651549068816885
OSLOCTM3-emi,
UKCA,1.44609243418185
WACCM6-2deg,1.5549500255752255
