,H2 burden [Tg],H2 atm loss [Tg/yr],H2 atm prod [Tg/yr],H2 soil sink [Tg/yr],H2 estimated emissions [Tg/yr],H2 atm lifetime [yrs],H2 soil sink lifetime [yrs],H2 total lifetime [yrs]
GFDL-emi,192.3998,22.31953,45.09539,58.99999999999999,36.224139999999984,8.620244243494374,3.261013559322034,2.3659728480968845
GFDL_nudge,187.9586,21.69856,45.03848,59.0,35.66008,8.662261458824917,3.185738983050847,2.3291444110031208
INCA,194.5285,22.46967,47.10366,58.99999999999999,34.366009999999996,8.657381261051007,3.2970932203389838,2.3877413520884523
OSLOCTM3,196.23519709866667,28.39208905937533,56.326479619932435,59.0,31.065609439442902,6.911615298482871,3.32602028980791,2.24545721713257
OSLOCTM3-emi,208.86976512,30.066624949620085,56.22570704135994,59.0,32.84091790826015,6.9468976138819745,3.5401655105084746,2.345095766659461
UKCA,191.3705,26.75437,48.392590000000006,59.0,37.36177999999999,7.152868858433219,3.2435677966101695,2.231612219878707
WACCM6-2deg,194.5694,29.02412,33.94021,59.0,54.083909999999996,6.70371401441284,3.297786440677966,2.210410055789254
