,GFDL_nudge,INCA,OSLOCTM3,OSLOCTM3-emi,UKCA,WACCM6-2deg
O3,8.594068478035636,4.989173629507408,8.758537165859794,8.758537165859794,6.016668120173744,9.104701547710759
CH4,20.707730815886276,18.173914831581644,17.14138313322204,17.14138313322204,18.79096536156379,17.08598364688026
strat H2O,5.146842226069762,1.498967166370527,2.155587743467264,2.155587743467264,,0.80301467367711
H2,0.15295604686009937,0.093225510949782,0.18883576325740373,0.19033797634192606,0.15603978723228118,0.21956779099144444
