,CH4,O3,StratH2O,Total
GFDL,4.923089747787435,4.69220458141999,3.206466689388514,12.82176101859594
INCA,4.852882632213158,3.171026390317503,1.7344780346613133,9.758387057191975
OsloCTM,4.846491528808783,5.286766213021302,2.6374384102352444,12.77069615206533
UKCA,5.73438121047202,3.852102259934986,,9.586483470407007
WACCM,5.109020473622156,5.099663073004645,0.8522909960356011,11.060974542662402
GFDL-emi,4.304127606972912,4.335591337239789,2.7979605856963077,11.437679529909008
OsloCTM-emi,4.957920247537669,5.401042645185472,2.6899906986050564,13.048953591328198
Model mean,5.09317311858071,4.420352503539686,2.1076685325801683,11.621194154700564
