GFDL-emi,
GFDL_nudge,3.136946707954158
INCA,2.8108339578132973
OSLOCTM3,2.4617054058373946
OSLOCTM3-emi,
UKCA,2.6360589727855896
WACCM6-2deg,2.312296718417973
