GFDL-emi,
GFDL_nudge,1.2165398240591725
INCA,1.2006810493604896
OSLOCTM3,1.307200129120102
OSLOCTM3-emi,
UKCA,1.3122989525323632
WACCM6-2deg,1.3930035790688395
