,GFDL-emi,GFDL_nudge,INCA,OSLOCTM3,OSLOCTM3-emi,UKCA,WACCM6-2deg
O3,,8.387885810078402,4.869476988450523,8.548408684236113,8.548408684236113,5.586737026964468,8.886268140895451
CH4,,20.21092593262619,17.737899426680013,16.73013948117091,16.73013948117091,17.402555029818537,16.676069099190656
strat H2O,,5.0233629142120355,1.4630050315175807,2.1038724431877873,2.1038724431877873,,0.7837493270894367
H2,,0.16879858614318025,0.10278144603340506,0.20616951746469708,0.19455684844682541,0.1525099609968301,0.2398606919847653
