GFDL-emi,
GFDL_nudge,1.3805061507173821
INCA,1.348504119330998
OSLOCTM3,1.4466251289368997
OSLOCTM3-emi,
UKCA,1.483385925674323
WACCM6-2deg,1.5327864516560141
