Sources/sinks,CNTR,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep
Total production,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total loss,689.6933799722601,689.6639773753938,689.3888950103432,686.6639104622632,660.9125992834163,689.3415363936346,689.4202054003482,689.4032470402949,689.441783370847,689.343385003322,689.4045419474122
Drydep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH4 + OH -> H2O + CH3,672.8125463836969,672.7832499151501,672.5084934274819,669.7872721718137,644.0760857939498,672.4611818034859,672.5397211328951,672.5228212960409,672.5612781762785,672.463023982894,672.5240705692248
CH4 + O1D -> OH + CH3,7.912919261960062,7.912859703678444,7.912326995952895,7.907010401691756,7.854894707576037,7.91227209771019,7.912418606654378,7.912392204053251,7.912462702541731,7.912271960755761,7.912398256362519
CH4 + O1D -> CH3O + H -O2-> CH2O + HO2 + H,2.1101117929626216,2.110095937011265,2.109953831353815,2.108536164550947,2.0946386437378393,2.1099393931274966,2.109978288820788,2.1099711738438303,2.1099900824884794,2.1099392624900157,2.109972809223246
CH4 + O1D -> H2 + CH2O,0.5275279482406554,0.5275239842528162,0.5274884578384538,0.5271340411377368,0.5236596609344598,0.5274848482818741,0.527494572205197,0.5274927934609576,0.5274975206221199,0.5274848156225039,0.5274932023058115
CH4 + Cl -> HCl + CH3,6.330247994486431,6.330297316770097,6.33063963369278,6.334062158516129,6.363330719308756,6.330688702401434,6.330616896342037,6.3306376612350235,6.330542945510497,6.330706775825909,6.330623376035842
