,CNTR,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep
YR13,559.2132394661261,559.8346468144617,565.4284695436667,621.4016165399485,1188.7374547436755,567.0611247158398,565.221614939877,565.4416687554409,564.3676552256825,568.3640357277145,565.8445889145245,564.6346067961041
