Scenario,CNTR,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep
YR13,204.61731157333335,204.83239662933332,206.768242688,226.13948416000002,422.54645384533336,207.15230276266666,206.54873122133333,206.66756437333333,206.37535709866665,207.17768021333333,206.6875501226667,206.589435904
