,CNTR,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep
Total emission [Tg],32.24252978624019,32.34277250526276,33.24495697646617,42.25984038856789,132.4198125894756,33.24253420798853,33.24253337598159,33.24253403310325,33.24252962563619,33.24254074468382,33.242541753911134
