Scenario,CNTR,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep
YR13,4975.033887402667,4975.034542762667,4975.038081706667,4975.081816064001,4975.459609258668,4975.0389992106675,4975.038038016,4975.037775872001,4975.037688490667,4975.038955520001,4975.0379069440005,4975.037470037334
