,CNTR,antro01,antro1,antro10,antro100,nemo,epia,munich,usdrydep,maud,zep,maxdep
YR13,1813.060158625248,1813.0601586553016,1813.0601588021095,1813.060159283137,1813.0601615975597,1813.0601587250671,1813.060158829592,1813.060158856593,1813.0601588540596,1813.060158669139,1813.0601588427005,1813.0601587899018
