,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
Total emission [Tg],32.24252978624019,32.24252978624019,32.24252978624019,32.24252978624019,32.24252978624019,32.24252978624019,42.25984038856789,42.25984038856789,42.25984038856789
