Scenario,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR3,4305.988528810668,6711.3790559573345,7380.693680127999,3916.240016725334,6104.03745792,6712.577665706667,3916.366894421333,6104.153500330667,6712.704805546667
