,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR3,512.3291353000706,635.7403126474729,662.9933233222611,495.69853416597056,612.8518444477669,637.3470453943206,552.1874381467564,670.4099591173996,694.1571072116687
