,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR6,1569.5661796394988,2445.0929467479864,2690.399977587125,1426.8783439374095,2222.8117674069026,2445.818154200908,1426.8783443077605,2222.811767965256,2445.8181549343776
