Scenario,10CH4_SSP119,10CH4_SSP434,10CH4_SSP585,CNTR_SSP119,CNTR_SSP434,CNTR_SSP585,antro10_SSP119,antro10_SSP434,antro10_SSP585
YR6,187.996164096,234.67152179200002,244.922642432,181.00313838933334,224.94612684799998,234.07556198400002,202.48711304533336,246.9499303253333,255.7035670186667
